phase,workload,nodes,edges,samples,p05_ns,median_ns,p95_ns,min_ns,max_ns,allocations,allocated_bytes,peak_live_bytes,retained_bytes
engine_execution_alloc,service_restart_stable_handle,1,0,0,,,,,,237,22460,0,0
engine_execution_alloc,tiny_yield_chain,1,0,0,,,,,,102,11796,0,0
engine_execution_alloc,trace_default,100,99,0,,,,,,5262,533272,0,0
engine_execution_alloc,trace_observer,100,99,0,,,,,,5262,533272,0,0
fixture_generation,graph_chain,1,0,20,222,259,333,222,1204,0,0,0,0
fixture_generation,graph_chain,10,9,20,1278,1296,1407,1278,8352,0,0,0,0
fixture_generation,graph_chain,100,99,20,15538,15954,16148,15538,16148,0,0,0,0
fixture_generation,graph_chain,1000,999,20,149000,149528,150259,149000,153222,0,0,0,0
fixture_generation,graph_sparse,1,0,20,203,241,334,203,352,0,0,0,0
fixture_generation,graph_sparse,10,9,20,1259,1278,1389,1259,1463,0,0,0,0
fixture_generation,graph_sparse,100,99,20,15704,16138,16334,15704,16352,0,0,0,0
fixture_generation,graph_sparse,1000,999,20,148742,149417,149982,148742,150185,0,0,0,0
fixture_generation,graph_wide,1,0,20,203,231,278,203,370,0,0,0,0
fixture_generation,graph_wide,10,9,20,1259,1278,1315,1259,1370,0,0,0,0
fixture_generation,graph_wide,100,99,20,15667,16018,16222,15667,16241,0,0,0,0
fixture_generation,graph_wide,1000,999,20,148759,149130,149834,148759,154760,0,0,0,0
fixture_generation,tiny_yield_chain,1,0,20,203,222,1555,203,2111,0,0,0,0
machine_state_setup,graph_chain,1,0,40,333,334,426,333,666,0,0,0,0
machine_state_setup,graph_chain,10,9,40,1722,1815,1981,1722,4574,0,0,0,0
machine_state_setup,graph_chain,100,99,40,13500,13676,16686,13500,17481,0,0,0,0
machine_state_setup,graph_chain,1000,999,40,149167,154778,172056,148593,213279,0,0,0,0
machine_state_setup,graph_sparse,1,0,40,315,334,407,315,463,0,0,0,0
machine_state_setup,graph_sparse,10,9,40,1685,1769,1926,1648,4685,0,0,0,0
machine_state_setup,graph_sparse,100,99,40,13481,13657,16851,13370,17463,0,0,0,0
machine_state_setup,graph_sparse,1000,999,40,150945,155148,178223,150945,220704,0,0,0,0
machine_state_setup,graph_wide,1,0,40,315,334,407,314,500,0,0,0,0
machine_state_setup,graph_wide,10,9,40,1685,1796,1889,1648,4815,0,0,0,0
machine_state_setup,graph_wide,100,99,40,13241,13546,16259,13222,16926,0,0,0,0
machine_state_setup,graph_wide,1000,999,40,150852,156102,180001,150093,245464,0,0,0,0
machine_state_setup,tiny_yield_chain,1,0,40,333,370,519,333,759,0,0,0,0
plan_build,component_repeated_typed_10,10,10,20,38889,40111,45222,38889,52815,0,0,0,0
plan_build,component_repeated_typed_100,100,100,20,398538,400779,414723,398538,439149,0,0,0,0
plan_build,component_repeated_typed_2,2,2,20,9500,9685,12982,9500,30834,0,0,0,0
plan_build,graph_chain,1,0,20,2352,2445,3186,2352,6592,0,0,0,0
plan_build,graph_chain,10,9,20,13315,13787,15648,13315,17796,0,0,0,0
plan_build,graph_chain,100,99,20,136926,138296,142482,136926,149241,0,0,0,0
plan_build,graph_chain,1000,999,20,4321531,4347744,4526014,4321531,4609348,0,0,0,0
plan_build,graph_sparse,1,0,20,2611,2630,2908,2611,4593,0,0,0,0
plan_build,graph_sparse,10,9,20,12315,12491,13445,12315,17056,0,0,0,0
plan_build,graph_sparse,100,99,20,136908,138583,148871,136908,157260,0,0,0,0
plan_build,graph_sparse,1000,999,20,4579495,4614069,4887015,4579495,5034849,0,0,0,0
plan_build,graph_wide,1,0,20,2592,2648,2852,2592,5092,0,0,0,0
